SKU,Parent Product SKU,Product Name,Category,Price Type,Unit,Price,Cost,Supplier Price,Product Tags,Inventory Type,Track Stock Levels,Barcode,Variant Name 1,Variant Value 1,Variant Name 2,Variant Value 2,Variant Name 3,Variant Value 3,Thongthan_Quantity,Warning Stock Level,Ideal Stock Level,Supplier,Tax Name,Store Credits,Kitchen Printer
134139_23_M,,134139_23_M เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134139_23_M,,,,,,,35,,,,,,
134139_23_L,,134139_23_L เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134139_23_L,,,,,,,13,,,,,,
134139_23_XL,,134139_23_XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134139_23_XL,,,,,,,14,,,,,,
134139_23_2XL,,134139_23_2XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134139_23_2XL,,,,,,,6,,,,,,
134139_23_3XL,,134139_23_3XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,565.0,565.0,,,,1,134139_23_3XL,,,,,,,0,,,,,,
134153_0_SS,,134153_0_SS เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134153_0_SS,,,,,,,0,,,,,,
134153_0_S,,134153_0_S เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134153_0_S,,,,,,,14,,,,,,
134153_0_M,,134153_0_M เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134153_0_M,,,,,,,22,,,,,,
134153_0_L,,134153_0_L เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134153_0_L,,,,,,,10,,,,,,
134153_0_XL,,134153_0_XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134153_0_XL,,,,,,,15,,,,,,
134153_0_2XL,,134153_0_2XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134153_0_2XL,,,,,,,7,,,,,,
134153_0_3XL,,134153_0_3XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,545.0,545.0,,,,1,134153_0_3XL,,,,,,,8,,,,,,
134153_1_SS,,134153_1_SS เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134153_1_SS,,,,,,,0,,,,,,
134153_1_S,,134153_1_S เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134153_1_S,,,,,,,9,,,,,,
134153_1_M,,134153_1_M เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134153_1_M,,,,,,,41,,,,,,
134153_1_L,,134153_1_L เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134153_1_L,,,,,,,29,,,,,,
134153_1_XL,,134153_1_XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134153_1_XL,,,,,,,21,,,,,,
134153_1_2XL,,134153_1_2XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134153_1_2XL,,,,,,,11,,,,,,
134153_1_3XL,,134153_1_3XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,545.0,545.0,,,,1,134153_1_3XL,,,,,,,7,,,,,,
134153_2_SS,,134153_2_SS เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134153_2_SS,,,,,,,0,,,,,,
134153_2_S,,134153_2_S เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134153_2_S,,,,,,,26,,,,,,
134153_2_M,,134153_2_M เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134153_2_M,,,,,,,39,,,,,,
134153_2_L,,134153_2_L เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134153_2_L,,,,,,,14,,,,,,
134153_2_XL,,134153_2_XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134153_2_XL,,,,,,,21,,,,,,
134153_2_2XL,,134153_2_2XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134153_2_2XL,,,,,,,18,,,,,,
134153_2_3XL,,134153_2_3XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,545.0,545.0,,,,1,134153_2_3XL,,,,,,,13,,,,,,
134153_6_SS,,134153_6_SS เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134153_6_SS,,,,,,,0,,,,,,
134153_6_S,,134153_6_S เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134153_6_S,,,,,,,26,,,,,,
134153_6_M,,134153_6_M เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134153_6_M,,,,,,,26,,,,,,
134153_6_L,,134153_6_L เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134153_6_L,,,,,,,29,,,,,,
134153_6_XL,,134153_6_XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134153_6_XL,,,,,,,23,,,,,,
134153_6_2XL,,134153_6_2XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134153_6_2XL,,,,,,,11,,,,,,
134153_6_3XL,,134153_6_3XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,545.0,545.0,,,,1,134153_6_3XL,,,,,,,5,,,,,,
134153_11_SS,,134153_11_SS เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134153_11_SS,,,,,,,0,,,,,,
134153_11_S,,134153_11_S เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134153_11_S,,,,,,,10,,,,,,
134153_11_M,,134153_11_M เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134153_11_M,,,,,,,32,,,,,,
134153_11_L,,134153_11_L เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134153_11_L,,,,,,,31,,,,,,
134153_11_XL,,134153_11_XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134153_11_XL,,,,,,,6,,,,,,
134153_11_2XL,,134153_11_2XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134153_11_2XL,,,,,,,8,,,,,,
134153_11_3XL,,134153_11_3XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,545.0,545.0,,,,1,134153_11_3XL,,,,,,,8,,,,,,
134153_23_SS,,134153_23_SS เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134153_23_SS,,,,,,,0,,,,,,
134153_23_S,,134153_23_S เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134153_23_S,,,,,,,27,,,,,,
134153_23_M,,134153_23_M เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134153_23_M,,,,,,,35,,,,,,
134153_23_L,,134153_23_L เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134153_23_L,,,,,,,35,,,,,,
134153_23_XL,,134153_23_XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134153_23_XL,,,,,,,29,,,,,,
134153_23_2XL,,134153_23_2XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134153_23_2XL,,,,,,,14,,,,,,
134153_23_3XL,,134153_23_3XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,545.0,545.0,,,,1,134153_23_3XL,,,,,,,8,,,,,,
134153E_0_SS,,134153E_0_SS เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134153E_0_SS,,,,,,,0,,,,,,
134153E_0_S,,134153E_0_S เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134153E_0_S,,,,,,,3,,,,,,
134153E_0_M,,134153E_0_M เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134153E_0_M,,,,,,,9,,,,,,
134153E_0_L,,134153E_0_L เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134153E_0_L,,,,,,,11,,,,,,
134153E_0_XL,,134153E_0_XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134153E_0_XL,,,,,,,0,,,,,,
134153E_0_2XL,,134153E_0_2XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134153E_0_2XL,,,,,,,2,,,,,,
134153E_0_3XL,,134153E_0_3XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,545.0,545.0,,,,1,134153E_0_3XL,,,,,,,1,,,,,,
134153E_1_SS,,134153E_1_SS เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134153E_1_SS,,,,,,,0,,,,,,
134153E_1_S,,134153E_1_S เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134153E_1_S,,,,,,,5,,,,,,
134153E_1_M,,134153E_1_M เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134153E_1_M,,,,,,,12,,,,,,
134153E_1_L,,134153E_1_L เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134153E_1_L,,,,,,,10,,,,,,
134153E_1_XL,,134153E_1_XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134153E_1_XL,,,,,,,2,,,,,,
134153E_1_2XL,,134153E_1_2XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134153E_1_2XL,,,,,,,4,,,,,,
134153E_1_3XL,,134153E_1_3XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,545.0,545.0,,,,1,134153E_1_3XL,,,,,,,0,,,,,,
134153E_2_SS,,134153E_2_SS เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134153E_2_SS,,,,,,,0,,,,,,
134153E_2_S,,134153E_2_S เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134153E_2_S,,,,,,,3,,,,,,
134153E_2_M,,134153E_2_M เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134153E_2_M,,,,,,,3,,,,,,
134153E_2_L,,134153E_2_L เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134153E_2_L,,,,,,,0,,,,,,
134153E_2_XL,,134153E_2_XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134153E_2_XL,,,,,,,2,,,,,,
134153E_2_2XL,,134153E_2_2XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134153E_2_2XL,,,,,,,3,,,,,,
134153E_2_3XL,,134153E_2_3XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,545.0,545.0,,,,1,134153E_2_3XL,,,,,,,0,,,,,,
134153E_6_SS,,134153E_6_SS เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134153E_6_SS,,,,,,,0,,,,,,
134153E_6_S,,134153E_6_S เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134153E_6_S,,,,,,,3,,,,,,
134153E_6_M,,134153E_6_M เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134153E_6_M,,,,,,,11,,,,,,
134153E_6_L,,134153E_6_L เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134153E_6_L,,,,,,,10,,,,,,
134153E_6_XL,,134153E_6_XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134153E_6_XL,,,,,,,3,,,,,,
134153E_6_2XL,,134153E_6_2XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134153E_6_2XL,,,,,,,4,,,,,,
134153E_6_3XL,,134153E_6_3XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,545.0,545.0,,,,1,134153E_6_3XL,,,,,,,0,,,,,,
134153E_23_SS,,134153E_23_SS เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134153E_23_SS,,,,,,,0,,,,,,
134153E_23_S,,134153E_23_S เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134153E_23_S,,,,,,,9,,,,,,
134153E_23_M,,134153E_23_M เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134153E_23_M,,,,,,,14,,,,,,
134153E_23_L,,134153E_23_L เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134153E_23_L,,,,,,,18,,,,,,
134153E_23_XL,,134153E_23_XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134153E_23_XL,,,,,,,4,,,,,,
134153E_23_2XL,,134153E_23_2XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134153E_23_2XL,,,,,,,0,,,,,,
134153E_23_3XL,,134153E_23_3XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,545.0,545.0,,,,1,134153E_23_3XL,,,,,,,2,,,,,,
134465_4_SS,,134465_4_SS เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134465_4_SS,,,,,,,0,,,,,,
134465_4_S,,134465_4_S เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134465_4_S,,,,,,,23,,,,,,
134465_4_M,,134465_4_M เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134465_4_M,,,,,,,39,,,,,,
134465_4_L,,134465_4_L เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134465_4_L,,,,,,,30,,,,,,
134465_4_XL,,134465_4_XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134465_4_XL,,,,,,,10,,,,,,
134465_4_2XL,,134465_4_2XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134465_4_2XL,,,,,,,8,,,,,,
134465_4_3XL,,134465_4_3XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,545.0,545.0,,,,1,134465_4_3XL,,,,,,,0,,,,,,
134465_5_SS,,134465_5_SS เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134465_5_SS,,,,,,,0,,,,,,
134465_5_S,,134465_5_S เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134465_5_S,,,,,,,16,,,,,,
134465_5_M,,134465_5_M เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134465_5_M,,,,,,,13,,,,,,
134465_5_L,,134465_5_L เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134465_5_L,,,,,,,18,,,,,,
134465_5_XL,,134465_5_XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134465_5_XL,,,,,,,25,,,,,,
134465_5_2XL,,134465_5_2XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134465_5_2XL,,,,,,,9,,,,,,
134465_5_3XL,,134465_5_3XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,545.0,545.0,,,,1,134465_5_3XL,,,,,,,4,,,,,,
134465_16_SS,,134465_16_SS เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134465_16_SS,,,,,,,0,,,,,,
134465_16_S,,134465_16_S เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134465_16_S,,,,,,,15,,,,,,
134465_16_M,,134465_16_M เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134465_16_M,,,,,,,35,,,,,,
134465_16_L,,134465_16_L เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134465_16_L,,,,,,,33,,,,,,
134465_16_XL,,134465_16_XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134465_16_XL,,,,,,,4,,,,,,
134465_16_2XL,,134465_16_2XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134465_16_2XL,,,,,,,3,,,,,,
134465_16_3XL,,134465_16_3XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,545.0,545.0,,,,1,134465_16_3XL,,,,,,,0,,,,,,
134497_2_SS,,134497_2_SS เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134497_2_SS,,,,,,,0,,,,,,
134497_2_S,,134497_2_S เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134497_2_S,,,,,,,29,,,,,,
134497_2_M,,134497_2_M เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134497_2_M,,,,,,,47,,,,,,
134497_2_L,,134497_2_L เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134497_2_L,,,,,,,38,,,,,,
134497_2_XL,,134497_2_XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134497_2_XL,,,,,,,20,,,,,,
134497_2_2XL,,134497_2_2XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134497_2_2XL,,,,,,,18,,,,,,
134497_2_3XL,,134497_2_3XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,545.0,545.0,,,,1,134497_2_3XL,,,,,,,9,,,,,,
134497_4_SS,,134497_4_SS เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134497_4_SS,,,,,,,0,,,,,,
134497_4_S,,134497_4_S เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134497_4_S,,,,,,,32,,,,,,
134497_4_M,,134497_4_M เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134497_4_M,,,,,,,48,,,,,,
134497_4_L,,134497_4_L เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134497_4_L,,,,,,,35,,,,,,
134497_4_XL,,134497_4_XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134497_4_XL,,,,,,,27,,,,,,
134497_4_2XL,,134497_4_2XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134497_4_2XL,,,,,,,16,,,,,,
134497_4_3XL,,134497_4_3XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,545.0,545.0,,,,1,134497_4_3XL,,,,,,,9,,,,,,
134497_6_SS,,134497_6_SS เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134497_6_SS,,,,,,,0,,,,,,
134497_6_S,,134497_6_S เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134497_6_S,,,,,,,21,,,,,,
134497_6_M,,134497_6_M เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134497_6_M,,,,,,,32,,,,,,
134497_6_L,,134497_6_L เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134497_6_L,,,,,,,23,,,,,,
134497_6_XL,,134497_6_XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134497_6_XL,,,,,,,18,,,,,,
134497_6_2XL,,134497_6_2XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134497_6_2XL,,,,,,,11,,,,,,
134497_6_3XL,,134497_6_3XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,545.0,545.0,,,,1,134497_6_3XL,,,,,,,7,,,,,,
134497_8_SS,,134497_8_SS เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134497_8_SS,,,,,,,0,,,,,,
134497_8_S,,134497_8_S เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134497_8_S,,,,,,,31,,,,,,
134497_8_M,,134497_8_M เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134497_8_M,,,,,,,47,,,,,,
134497_8_L,,134497_8_L เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134497_8_L,,,,,,,34,,,,,,
134497_8_XL,,134497_8_XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134497_8_XL,,,,,,,23,,,,,,
134497_8_2XL,,134497_8_2XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,495.0,495.0,,,,1,134497_8_2XL,,,,,,,14,,,,,,
